release_date;title;genre;movie_id
July 6th;Savages;Thriller/Suspense;12541
July 6th;The Do-Deca-Pentathlon;Comedy;12542
July 6th;The Magic of Belle Isle;Drama;12543
January 5th;Transit;Drama;12544
July 6th;China Heavyweight;Documentary;12545
July 5th;The Door;Drama;12546
July 5th;Katy Perry: Part of Me;Concert/Performance;12547
July 6th;Crazy Eyes;Drama;12548
July 5th;Yeongashi;Drama;12549
July 6th;Bol Bachchan;;12550
June 30th;Poetic;Thriller/Suspense;12551
June 29th;Tyler Perry's Madea's Witness Protection;Comedy;12552
June 29th;Ted;Comedy;12553
June 29th;People Like Us;Drama;12554
January 11th;Storage 24;Horror;12555
July 27th;Killer Joe;Black Comedy;12556
June 29th;Neil Young Journeys;Concert/Performance;12557
June 29th;Magic Mike;Comedy;12558
June 29th;Impardonnables;Drama;12559
October 12th;Simon och ekarna;Drama;12560
July 13th;Ice Age: Continental Drift;Adventure;12561
February 22nd;Wo 11;Drama;12562
March 26th;Rocky Mountain Express;Documentary;12563
August 17th;Hua Pi 2;Action;12564
June 19th;Infinitely Polar Bear;Comedy;12565
March 26th;Globe on Screen: The Duchess of Malfi;Concert/Performance;12566
June 17th;Clown;Horror;12567
April 10th;Dior and I;Documentary;12568
March 25th;Waste Land;Drama;12569
March 27th;Get Hard;Comedy;12570
March 25th;L'enlÃƒÂ¨vement de Michel Houellebecq;Comedy;12571
March 25th;Azazil 2: BÃƒÂ¼yÃƒÂ¼;Horror;12572
March 20th;Where I Belong;Drama;12573
September 9th;Gui lai;Drama;12574
March 20th;Zombeavers;Black Comedy;12575
April 22nd;Vergine giurata;Drama;12576
March 20th;The Walking Deceased;Black Comedy;12577
March 20th;Son Mektup;Action;12578
March 20th;Toi Bak je pou tyun tyun zyun;Romantic Comedy;12579
March 20th;She's Lost Control;Drama;12580
March 20th;La solita commedia: Inferno;Comedy;12581
March 20th;Royal Opera: Der Fliegende Hollander;Concert/Performance;12582
March 20th;La Sapienza;Drama;12583
May 10th;Pasolini;Drama;12584
March 20th;National Theatre Live: A View From the Bridge;Concert/Performance;12585
March 20th;La prima volta;Comedy;12586
March 20th;Mooirivier;Romantic Comedy;12587
March 20th;Ng goh siu hai dik hau jeung;Drama;12588
February 26th;Kanithan;Thriller/Suspense;12589
February 26th;The Hexecutioners;Thriller/Suspense;12590
February 26th;Hangmen NT Live;Concert/Performance;12591
February 26th;Ela Volta na Quinta;Documentary;12592
February 26th;La decisiÃƒÂ³n de Julia;Drama;12593
February 26th;Crossing Rachmaninoff;Documentary;12594
February 26th;Jack of the Red Hearts;Drama;12595
February 26th;A Country Called Home;Drama;12596
February 26th;Eddie the Eagle;Drama;12597
February 26th;Camino de campaÃƒÂ±a;Drama;12598
February 26th;Las Aparicio;Action;12599
February 26th;Ãƒâ€¡agrilan;Horror;12600
February 26th;Blizhe Chem Kazhetsya;Adventure;12601
February 26th;Against the Wild: Survive the Serengeti;Adventure;12602
February 26th;Amor em Sampa;Musical;12603
February 26th;Action Hero Biju;Action;12604
February 26th;Aligarh;Drama;12605
February 25th;The Weird Doll;Horror;12606
February 25th;TiramisÃƒÂ¹;Comedy;12607
February 26th;7 rzeczy, ktÃƒÂ³rych nie wiecie o facetach;Comedy;12608
February 25th;Teatro alla scala il tempio delle meraviglie;Documentary;12609
February 25th;National Theatre Live As you Like It;Concert/Performance;12610
February 25th;Nam-gwa Yeo;Drama;12611
March 17th;Lo Chiamavano Jeeg Robot;Action;12612
February 17th;Mult v Kino: Vypusk No. 69;Adventure;12613
February 16th;Yazichniki;Drama;12614
February 16th;WOLF is Coming;Drama;12615
February 16th;Zhuo yao ji 2;Adventure;12616
February 16th;Western;Drama;12617
February 25th;Michael Jackson's Journey from Motown to Off the Wall;Documentary;12618
February 16th;Tang Ren Jie Tan An 2;Action;12619
February 17th;Patrimonio;Documentary;12620
February 16th;Wajib;Drama;12621
February 16th;SOS Matrosu;;12622
February 16th;Sixteen Legs;Documentary;12623
February 16th;The Scent of Rain & Lightning;Drama;12624
February 16th;Samson;Drama;12625
February 16th;Sofra SÃ„Â±rlarÃ„Â±;Comedy;12626
February 16th;PelÃ„â€”dÃ…Â³ Kalnas;Drama;12627
February 16th;Nostalgia;Drama;12628
February 16th;National Theatre Live: Cat on a Hot Tin Roof;Concert/Performance;12629
February 16th;Meal Tickets;Documentary;12630
February 16th;Naachiyaar;Thriller/Suspense;12631
February 16th;Mamil: Middle Aged Men In Lycra;Documentary;12632
February 16th;Looking Glass;Thriller/Suspense;12633
February 16th;Laavaan Phere;Comedy;12634
February 16th;KapÃ„Â±daki SÃ„Â±r;Horror;12635
February 16th;KÃƒÂ´do giasu: Hangyaku no rurÃƒÂ»shu The Rebellion Path;;12636
February 16th;Intimissimi On Ice;Musical;12637
February 24th;Odnoklassnitsy. #Novyypovorot;Comedy;12638
February 24th;Muzzikanti;Romantic Comedy;12639
February 24th;Mientras el Lobo no EstÃƒÂ¡;Thriller/Suspense;12640
February 24th;Memoria desmemoriada;Documentary;12641
February 24th;The Man Who Was Too Free;Documentary;12642
February 16th;Kon'ya, romansu gekijÃƒÂ´ de;Drama;12643
February 24th;Kiki;Documentary;12644
February 24th;Lo que no se perdona;Drama;12645
February 24th;Noces;Drama;12646
February 24th;Internet: O Filme;Comedy;12647
February 24th;Het doet zo zeer;Documentary;12648
February 24th;Get Out;Horror;12649
February 24th;Met Opera: Rusalka;Concert/Performance;12650
February 24th;The Family;Documentary;12651
February 24th;Es Por Tu Bien;Comedy;12652
February 24th;Enkaz;Thriller/Suspense;12653
February 24th;George Best: All by Himself;Documentary;12654
February 24th;Drifter;Thriller/Suspense;12655
February 24th;Dying Laughing;Documentary;12656
February 24th;Les Derniers Parisiens;Drama;12657
February 24th;Cereyan;Thriller/Suspense;12658
April 18th;Chez Nous;Drama;12659
November 27th;Home;Drama;12660
October 24th;Vida de familia;Drama;12661
May 29th;Okuribito;Drama;12662
October 29th;The First Basket;Documentary;12663
February 24th;Bitter Harvest;Drama;12664
October 24th;Synecdoche, New York;Drama;12665
October 24th;The Universe of Keith Haring;Documentary;12666
October 24th;Saw V;Horror;12667
October 24th;Roadside Romeo;Adventure;12668
October 24th;Passengers;Thriller/Suspense;12669
October 24th;Pride and Glory;Drama;12670
October 24th;Passchendaele;Drama;12671
October 24th;Live Fast, Die Young;Drama;12672
October 24th;Noah's Arc: Jumping the Broom;Romantic Comedy;12673
October 24th;LÃƒÂ¥t den rÃƒÂ¤tte komma in;Horror;12674
October 24th;God and Gays: Bridging the Gap;Documentary;12675
October 24th;High School Musical 3: Senior Year;Musical;12676
October 24th;Ben X;Drama;12677
October 24th;Changeling;Thriller/Suspense;12678
October 24th;Heroes;Adventure;12679
October 23rd;A Summer in Genoa;Drama;12680
October 17th;Who Does She Think She Is?;Documentary;12681
October 22nd;Stranded: I've Come from a Plane that Crashed on the Mountains;Documentary;12682
October 18th;Through the Glass;Comedy;12683
December 25th;Sherlock Holmes;Adventure;12684
December 25th;The Imaginarium of Doctor Parnassus;Adventure;12685
December 25th;Flickan som lekte med elden;Thriller/Suspense;12686
December 23rd;PoliÃˆâ€ºist, Adjectiv;Drama;12687
December 25th;ItÃ¢â‚¬â„¢s Complicated;Romantic Comedy;12688
December 23rd;3 Idiots;Comedy;12689
December 18th;Nine;Musical;12690
December 18th;The Young Victoria;Drama;12691
December 23rd;Alvin and the Chipmunks: The Squeakquel;Adventure;12692
December 18th;Did You Hear About the Morgans?;Romantic Comedy;12693
December 18th;St Trinians 2: The Legend of FrittonÃ¢â‚¬â„¢s Gold;Comedy;12694
December 18th;Christmas in Beverly Hills;Comedy;12695
December 16th;Ricky;;12696
December 11th;The Vicious Kind;;12697
December 16th;Crazy Heart;Drama;12698
December 16th;A Town Called Panic;Adventure;12699
December 18th;Avatar;Action;12700
December 11th;The Slammin' Salmon;Comedy;12701
December 11th;A Single Man;Drama;12702
September 2nd;A Good Old Fashioned Orgy;Comedy;12703
September 2nd;InSight;Thriller/Suspense;12704
September 2nd;Crime d'amour;Thriller/Suspense;12705
September 2nd;Cafe de flore;Drama;12706
September 1st;La Pivellina;Drama;12707
September 2nd;Love Exposure;Drama;12708
September 2nd;Di Renjie;Thriller/Suspense;12709
August 31st;Serge Gainsbourg vie heroique;Drama;12710
August 31st;Rebirth;Documentary;12711
August 31st;The Debt;Thriller/Suspense;12712
August 31st;Bol;Drama;12713
December 11th;Tenderness;Thriller/Suspense;12714
August 31st;Bodyguard;Action;12715
September 2nd;Apollo 18;Thriller/Suspense;12716
August 26th;Swinging With The Finkels;Comedy;12717
December 3rd;Bhutto;Documentary;12718
December 3rd;The Assistants;Comedy;12719
August 30th;Red Hot Chili Peppers: I'm with You Live in Theaters;Concert/Performance;12720
November 26th;The KingÃ¢â‚¬â„¢s Speech;Drama;12721
November 25th;Bruce Lee My Brother;Drama;12722
December 3rd;All Good Things;Drama;12723
November 24th;The Nutcracker in 3D;Musical;12724
November 24th;The Legend of Pale Male;Documentary;12725
November 24th;Love and Other Drugs;Drama;12726
November 24th;Tangled;Musical;12727
November 24th;Burlesque;Musical;12728
November 24th;Break Ke Baad;Drama;12729
November 24th;Faster;Action;12730
November 19th;Today's Special;Comedy;12731
November 19th;White Material;Drama;12732
November 19th;Queen of the Lot;Drama;12733
November 19th;The Next Three Days;Thriller/Suspense;12734
November 17th;Victim;Thriller/Suspense;12735
November 19th;Made in Dagenham;Drama;12736
November 19th;Heartless;Horror;12737
November 17th;William S. Burroughs: A Man Within;Documentary;12738
November 19th;Nothing Personal;Drama;12739
November 12th;Unstoppable;Action;12740
November 19th;Guzaarish;Drama;12741
November 12th;Tiny Furniture;Comedy;12742
November 19th;Harry Potter and the Deathly Hallows: Part I;Adventure;12743
October 3rd;La chambre bleue;Thriller/Suspense;12744
June 20th;U-neun nam-ja;Action;12745
June 25th;The Met Live in HD: La Rondine;Concert/Performance;12746
July 11th;Tokarev;Thriller/Suspense;12747
August 14th;Tom a la ferme;Thriller/Suspense;12748
June 20th;RSC Live: Henry IV Part I;;12749
June 20th;Red Sky;Action;12750
June 20th;A Picture of You;Drama;12751
June 20th;Miss Lovely;Drama;12752
June 20th;Norte, hangganan ng kasaysayan;Drama;12753
June 20th;Exhibition;Drama;12754
June 20th;Dom over dod man;Drama;12755
June 20th;Coherence;Drama;12756
June 19th;Z Storm;Action;12757
June 20th;Conte dÃ¢â‚¬â„¢ÃƒÂ©tÃƒÂ©;Comedy;12758
February 13th;What We Do in the Shadows;Comedy;12759
June 19th;Wer;Horror;12760
June 20th;Code Black;Documentary;12761
June 19th;Still;Documentary;12762
September 26th;Plastic;Action;12763
June 20th;La VÃƒÂ©nus ÃƒÂ  la fourrure;Drama;12764
June 20th;Think Like a Man Too;Romantic Comedy;12765
June 19th;The Past is a Grotesque Animal;Documentary;12766
June 18th;The Met: Live in HD: Rigoletto;Concert/Performance;12767
June 20th;Jersey Boys;Musical;12768
July 26th;Frankenstein's Army;Horror;12769
July 26th;The Time Being;Drama;12770
July 26th;Stranded;Thriller/Suspense;12771
July 26th;Rising From Ashes;Documentary;12772
July 26th;Extracted;Drama;12773
July 25th;Apartment 1303;Thriller/Suspense;12774
July 22nd;Springsteen & I;Documentary;12775
July 20th;Short Peace;Action;12776
July 26th;Blue Jasmine;Comedy;12777
July 26th;Breaking the Girls;Thriller/Suspense;12778
November 8th;Kaze Tachinu;Drama;12779
July 19th;R.I.P.D.;Action;12780
July 19th;Ways to Live Forever;Drama;12781
July 19th;RED 2;Action;12782
August 23rd;The World's End;Comedy;12783
July 19th;Only God Forgives;Thriller/Suspense;12784
July 19th;Lootera;Drama;12785
July 19th;Girl Most Likely;Comedy;12786
July 19th;Evidence;Thriller/Suspense;12787
July 19th;Broken;Drama;12788
July 18th;Metegol;Adventure;12789
July 19th;Iceberg Slim: Portrait of a Pimp;Documentary;12790
July 19th;The Conjuring;Horror;12791
June 27th;CigÃƒÂ¡n;Drama;12792
July 3rd;The Amazing Spider-Man;Adventure;12793
July 19th;D-Day;Thriller/Suspense;12794
July 19th;Blackfish;Documentary;12795
June 27th;Beasts of the Southern Wild;Drama;12796
June 22nd;Seeking a Friend for the End of the World;Comedy;12797
June 22nd;Stella Days;Drama;12798
June 22nd;The Invisible War;Documentary;12799
June 22nd;Grassroots;Comedy;12800
December 7th;Lay the Favorite;Comedy;12801
June 22nd;Nate & Margaret;Drama;12802
December 7th;Wagner & Me;Documentary;12803
June 21st;Twixt;Horror;12804
June 21st;Che sau;;12805
June 22nd;BRO';Action;12806
June 22nd;Brave;Adventure;12807
June 22nd;Teri Meri Kahaani;Romantic Comedy;12808
June 21st;Clues;Drama;12809
June 18th;Drum Corps at the Movies: 2012 DCI Tour Premiere;Concert/Performance;12810
June 20th;La fille du puisatier;Drama;12811
June 20th;KumarÃƒÂ©;Documentary;12812
June 22nd;Abraham Lincoln: Vampire Hunter;Horror;12813
June 15th;Will;Comedy;12814
June 15th;The Tortured;Thriller/Suspense;12815
March 20th;The Missionaries;Romantic Comedy;12816
March 20th;Meus Dois Amores;Romantic Comedy;12817
March 20th;Love Cell;;12818
June 15th;Something From Nothing: The Art of Rap;Documentary;12819
March 20th;Latin Lover;;12820
June 15th;Your Sister's Sister;Drama;12821
June 16th;Foodfight!;Adventure;12822
March 20th;Jalaibee;Action;12823
March 20th;Kocan Kadar Konus;;12824
March 20th;Gilt;Drama;12825
March 20th;Do You Believe?;Drama;12826
March 20th;La jaula de oro;Drama;12827
March 20th;Fino a qui tutto bene;Comedy;12828
March 20th;Ghoul;Horror;12829
March 20th;Danny Collins;Comedy;12830
March 20th;Un homme idÃƒÂ©al;Thriller/Suspense;12831
March 20th;En chance til;Drama;12832
March 20th;Can't Stand Losing You: Surviving the Police;Documentary;12833
March 20th;Backcountry;Thriller/Suspense;12834
March 20th;Ch/B;;12835
March 20th;Das ewige Leben;;12836
March 20th;Shi gu;Drama;12837
March 20th;Aoki Hagane no Arpeggio: Ars Nova DC;Action;12838
March 19th;Princess;Drama;12839
March 19th;Demonic;Horror;12840
March 27th;Home;Adventure;12841
June 5th;Une nouvelle amie;Thriller/Suspense;12842
February 25th;Der Geilste Tag;Adventure;12843
March 19th;Crazy Beautiful You;Drama;12844
February 25th;Knielen op een bed violen;Drama;12845
February 24th;Pattaya;Comedy;12846
March 4th;The Other Side of the Door;Horror;12847
March 25th;Gwi-Hyang;Drama;12848
October 7th;The Great Gilly Hopkins;Adventure;12849
February 23rd;Rachanda;Comedy;12850
February 26th;Gods of Egypt;Adventure;12851
March 11th;The Brothers Grimsby;Comedy;12852
February 19th;The Witch;Horror;12853
February 19th;The Frog Kingdom 2: Sub-Zero Mission;Adventure;12854
February 19th;Trash Detective;Drama;12855
February 19th;Sethupathi;Action;12856
February 26th;Triple 9;Thriller/Suspense;12857
February 19th;Rolling Papers;Documentary;12858
February 19th;Orthodox;Drama;12859
January 19th;Showdown in Manila;Action;12860
February 19th;Les naufragÃƒÂ©s;Comedy;12861
February 19th;Ochentaisiete;Drama;12862
February 19th;Miruthan;Horror;12863
February 19th;Race;Drama;12864
February 19th;Moy ubiytsa;Thriller/Suspense;12865
February 19th;Jonas Kaufmann: An Evening With Puccini;Concert/Performance;12866
February 23rd;Hong Hai Xing Dong;Action;12867
February 16th;Heung-boo: The Revolutionist;Drama;12868
February 16th;Hadi Be Oglum;Drama;12869
February 16th;Gek van Oranje;Romantic Comedy;12870
August 3rd;La Familia;Drama;12871
February 16th;Hidden Light;Drama;12872
February 16th;I Love Yangge Dance;;12873
February 16th;En el umbral;Documentary;12874
February 16th;Belle et SÃƒÂ©bastien 3, le Dernier Chapitre;Adventure;12875
February 16th;The Boy Downstairs;Romantic Comedy;12876
February 16th;Cuando Dejes de Quererme;Thriller/Suspense;12877
September 7th;LÃ¢â‚¬â„¢apparition;Drama;12878
February 16th;Antep FÃ„Â±stÃ„Â±Ã„Å¸Ã„Â±;Comedy;12879
February 16th;Aiyaary;Drama;12880
February 23rd;The Lodgers;Horror;12881
February 15th;Zu Zong Shi Jiu Dai;Comedy;12882
February 16th;Xi You Ji Nu Er Guo;Action;12883
February 14th;San Valentino Stories;Comedy;12884
February 16th;Awe!;Thriller/Suspense;12885
February 14th;A Casa Tutti Bene;Comedy;12886
February 14th;Lyod;Multiple Genres;12887
February 24th;Beata ignoranza;Comedy;12888
August 31st;Le Retour du HÃƒÂ©ros;Drama;12889
February 9th;Zhenshchiny Protiv Muzhchin: Krymskiye Kanikuly;Romantic Comedy;12890
February 24th;BÃƒÂ¡ba z ledu;Romantic Comedy;12891
February 24th;As You Are;Drama;12892
February 23rd;Vurdalaki;Horror;12893
February 16th;Black Panther;Action;12894
February 24th;Anina Provizija;Thriller/Suspense;12895
March 3rd;Logan;Action;12896
February 23rd;Is Genesis History?;Documentary;12897
February 23rd;Bibi & Tina: Tohuwabohu total;Adventure;12898
February 22nd;Leidibeogeu;Action;12899
March 10th;Kong: Skull Island;Adventure;12900
February 21st;The Great & The Small;Drama;12901
February 20th;BoBoiBoy: The Movie;Adventure;12902
February 19th;A Mindful Choice;Documentary;12903
February 17th;XX;Horror;12904
February 17th;Xue San Xiong Ling;Horror;12905
February 17th;Vigilia;Drama;12906
February 17th;Running Shaadi;Romantic Comedy;12907
February 17th;Shanghai Wang;Drama;12908
February 17th;Rock'n Roll;Comedy;12909
February 17th;A Stork's Journey;Adventure;12910
February 17th;Singkeul Laideo;Drama;12911
February 17th;PolandJa;Comedy;12912
February 17th;Wan Mei You Duo Mei;Thriller/Suspense;12913
February 17th;Paris Opera Ballet: Swan Lake;Concert/Performance;12914
February 17th;Pushpaka Vimana;;12915
October 17th;W.;Drama;12916
October 17th;What Just Happened;Comedy;12917
October 17th;Sex Drive;Comedy;12918
October 17th;Tru Loved;Romantic Comedy;12919
October 17th;The Secret Life of Bees;Drama;12920
October 17th;Saving Marriage;Documentary;12921
October 17th;Morning Light;Documentary;12922
October 17th;Filth and Wisdom;Comedy;12923
October 17th;Flashbacks of a Fool;Drama;12924
October 17th;Los 2 lados de la cama;Comedy;12925
October 10th;Quarantine;Horror;12926
October 17th;Max Payne;Action;12927
October 17th;The Elephant King;Drama;12928
October 10th;Nights and Weekends;Drama;12929
October 15th;Frontrunners;Documentary;12930
October 10th;Lower Learning;Comedy;12931
October 10th;La Leon;Drama;12932
October 10th;Happy-Go-Lucky;Comedy;12933
October 10th;Fall of Hyperion;Thriller/Suspense;12934
October 10th;Good Dick;Drama;12935
October 4th;The Express;Drama;12936
October 10th;Fraude;Documentary;12937
October 10th;City of Ember;Adventure;12938
October 10th;Ice Blues: A Donald Strachey Mystery;Thriller/Suspense;12939
December 11th;Rocket Singh: Salesman of the Year;;12940
October 10th;Choose Connor;Drama;12941
December 11th;The Lovely Bones;Drama;12942
December 11th;According to Greta;Drama;12943
December 11th;Larger than Life 3D: The Dave Matthews Band;Concert/Performance;12944
December 11th;NoÃƒÂ©mie: Le secret;;12945
December 10th;Fung Wan II;Action;12946
December 4th;Up in the Air;Drama;12947
December 11th;Invictus;Drama;12948
December 4th;Transylmania;Black Comedy;12949
December 4th;Sleeping and Waking;Drama;12950
December 4th;Serious Moonlight;;12951
December 4th;The Strip;;12952
December 4th;One Peace at a Time;Documentary;12953
December 4th;Paa;;12954
December 4th;Everybody's Fine;Drama;12955
December 4th;Armored;Thriller/Suspense;12956
December 4th;Brothers;Drama;12957
December 2nd;Made for Each Other;;12958
November 27th;The Private Lives of Pippa Lee;Drama;12959
November 27th;Pour toujours, les Canadiens;;12960
November 27th;Nativity;Comedy;12961
November 27th;The Cry of the Owl;Thriller/Suspense;12962
November 25th;The Road;Drama;12963
August 26th;Suing the Devil;Comedy;12964
August 26th;Shut Up Little Man! An Audio Misadventure;Documentary;12965
August 26th;Sans queue ni tete;Drama;12966
November 25th;Old Dogs;Comedy;12967
August 26th;Politics of Love;Romantic Comedy;12968
August 26th;Our Idiot Brother;Comedy;12969
August 26th;Redemption Road;Drama;12970
August 26th;Los ojos de Julia;Horror;12971
August 26th;The Family Tree;Black Comedy;12972
August 26th;Colombiana;Thriller/Suspense;12973
August 26th;Don't Be Afraid of the Dark;Horror;12974
August 26th;Circumstance;Drama;12975
August 26th;Evidence of a Haunting;Horror;12976
August 26th;Chasing Madoff;Documentary;12977
August 26th;The Caller;Thriller/Suspense;12978
August 17th;Les bien-aimÃƒÂ©s;Drama;12979
November 25th;The Princess and the Frog;Adventure;12980
August 23rd;Higher Ground;Drama;12981
August 26th;Brighton Rock;Drama;12982
August 20th;Usagi Doroppu;Comedy;12983
August 19th;Wu Jia Zhi Bao;Comedy;12984
August 19th;Spy Kids: All the Time in the World;Adventure;12985
August 19th;The Worst Movie EVER!;Comedy;12986
August 19th;Programming the Nation?;Documentary;12987
August 19th;The Smell of Success;Comedy;12988
August 19th;The Missing Piece: The Truth About Vincenzo Peruggia and the Unthinkable Theft of the Mona Lisa;Documentary;12989
August 19th;Na xie nian, wo men yi qi zhui de nv hai;Romantic Comedy;12990
August 19th;A Horrible Way To Die;Horror;12991
November 12th;Skyline;Thriller/Suspense;12992
November 12th;The Practice of the Wild;Documentary;12993
November 12th;Helena From the Wedding;Drama;12994
November 12th;Cool It;Documentary;12995
November 12th;Disko ja tuumasoda;Documentary;12996
November 10th;Morning Glory;Comedy;12997
November 5th;Red Hill;Thriller/Suspense;12998
November 5th;Violet Tendencies;Comedy;12999
November 5th;Guy and Madeline on a Park Bench;Musical;13000
November 5th;Megamind;Adventure;13001
November 5th;Golmaal 3;Comedy;13002
November 5th;Four Lions;Black Comedy;13003
November 5th;Fair*Game;Drama;13004
November 5th;For Colored Girls;Drama;13005
November 5th;Due Date;Comedy;13006
November 5th;Client 9: The Rise and Fall of Eliot Spitzer;Documentary;13007
October 29th;Winston Churchill: Walking with Destiny;Documentary;13008
December 29th;Another Year;Drama;13009
November 5th;Action Replayy;Drama;13010
October 29th;Wild Target;Comedy;13011
November 3rd;Hors la loi;Drama;13012
November 5th;127 Hours;Drama;13013
October 29th;Waste Land;Documentary;13014
October 29th;Welcome to the Rileys;Drama;13015
October 3rd;HundraÃƒÂ¥ringen som klev ut genom fÃƒÂ¶nstret och fÃƒÂ¶rsvann;Comedy;13016
June 17th;Alpha Alert;Thriller/Suspense;13017
October 29th;Walkaway;Drama;13018
June 13th;Lullaby;Drama;13019
June 13th;The Signal;Thriller/Suspense;13020
December 19th;Kis uykusu;Drama;13021
June 13th;La petite reine;Drama;13022
June 13th;The Human Race;Action;13023
June 13th;Los insolitos peces gato;Comedy;13024
June 13th;Ivory Tower;Documentary;13025
June 13th;I Am I;Drama;13026
June 13th;Hellion;Drama;13027
June 13th;Alone Yet Not Alone;Drama;13028
June 13th;Evergreen: The Road to Legalization;Documentary;13029
June 13th;Dast-Neveshtehaa Nemisoosand;Drama;13030
June 13th;Corpus Christi;Documentary;13031
June 13th;All Cheerleaders Die;Black Comedy;13032
June 12th;7500;Thriller/Suspense;13033
June 11th;Zarra's Law;Drama;13034
March 6th;Two Men in Town;Drama;13035
March 27th;Feher isten;Drama;13036
June 7th;Team Hotwheels: The Origin of Awesome;Adventure;13037
June 20th;Third Person;Drama;13038
June 6th;Willow Creek;Horror;13039
June 6th;Torment;Horror;13040
July 17th;Turbo;Adventure;13041
July 17th;Computer Chess;Comedy;13042
July 17th;Aya de Yopougon;Drama;13043
June 11th;Horici ker;Drama;13044
July 12th;Viola;Drama;13045
July 16th;JOSH GROBAN LIVE: All That Echoes;Concert/Performance;13046
July 12th;V/H/S 2;Horror;13047
July 12th;Revelation Road 2;;13048
July 12th;Terms and Conditions May Apply;Documentary;13049
July 12th;Killing Season;Thriller/Suspense;13050
July 12th;Pawn Shop Chronicles;Action;13051
July 12th;The Hot Flashes;Comedy;13052
July 12th;Fruitvale Station;Drama;13053
July 12th;Diaz: Don't Clean Up This Blood;Drama;13054
July 12th;Bhaag Milkha Bhaag;;13055
July 12th;Dealin' with Idiots;Comedy;13056
July 10th;The Metropolitan Opera: Live in HD Summer Encore Ã¢â‚¬â€œ Armida;;13057
July 12th;Pacific Rim;Action;13058
July 12th;Crystal Fairy;Comedy;13059
July 12th;Grown Ups 2;Comedy;13060
July 10th;Israel: A Home Movie;Documentary;13061
July 9th;Coffee Town;Comedy;13062
July 5th;The Way Way Back;Comedy;13063
July 5th;Man Tam;Action;13064
July 5th;Stuck in Love;Comedy;13065
July 5th;Just Like a Woman;Drama;13066
June 15th;The Girl From the Naked Eye;Action;13067
June 15th;Patang;Drama;13068
June 15th;Extraterrestre;Comedy;13069
June 15th;Ferrari Ki Sawaari;Comedy;13070
June 15th;Desmadre;;13071
June 29th;Take This Waltz;Drama;13072
August 3rd;Soldiers of Fortune;Thriller/Suspense;13073
June 15th;Americano;;13074
July 6th;Collaborator;Comedy;13075
June 14th;Antapal;;13076
September 21st;17 filles;Drama;13077
July 27th;Ai Weiwei: Never Sorry;Documentary;13078
June 15th;ThatÃ¢â‚¬â„¢s My Boy;Comedy;13079
October 7th;Bienvenue parmi nous;;13080
June 9th;Hotaru no Hikari;Drama;13081
June 11th;Tahrir;Documentary;13082
June 8th;Safety Not Guaranteed;Comedy;13083
June 8th;Peace, Love, and Misunderstanding;Comedy;13084
June 13th;Marina Abramovic: The Artist Is Present;Documentary;13085
June 15th;Rock of Ages;Musical;13086
July 6th;The Pact;Horror;13087
June 8th;Lola Versus;Comedy;13088
June 8th;For the Love of Money;Drama;13089
June 8th;Patagonia Rising;Documentary;13090
March 18th;Kumiko, The Treasure Hunter;Drama;13091
March 18th;Amour fou;Drama;13092
March 20th;The Divergent Series: Insurgent;Action;13093
March 17th;Il-sa-gag-o;Documentary;13094
March 17th;The Forecaster;Documentary;13095
July 3rd;Robot Overlords;Action;13096
June 8th;Madagascar 3: Europe's Most Wanted;Adventure;13097
March 15th;GekijÃƒÂ´ban Urutoraman Ginga S: Kessen! Urutora 10 yÃƒÂ»shi!;Action;13098
March 14th;Met Opera: The Merry Widow;Concert/Performance;13099
March 13th;Walter;Comedy;13100
September 11th;X+Y;Drama;13101
March 13th;Volley;Comedy;13102
March 13th;So-syeol-po-bi-a;Documentary;13103
March 13th;Si Fei;Drama;13104
March 13th;The Wrecking Crew;Documentary;13105
March 13th;Sutorobo ejji;Romantic Comedy;13106
March 13th;Seymour: An Introduction;Documentary;13107
March 13th;Nh10;Thriller/Suspense;13108
March 13th;Selam: Bahara Yolculuk;Drama;13109
March 13th;Salineuiloe;Thriller/Suspense;13110
March 13th;Negociador;;13111
March 13th;Muck;Horror;13112
July 31st;NÃƒÂ£o Pare na Pista: A Melhor HistÃƒÂ³ria de Paulo Coelho;Drama;13113
March 13th;Met Opera: La Donna del Lago;Concert/Performance;13114
March 13th;Medeas;Drama;13115
March 13th;Mandira Filozofu Istanbul;Comedy;13116
February 19th;Gong Xi Fa Cai Zhi Tan Qian Shuo Ai;Romantic Comedy;13117
October 21st;Fuocoammare;Documentary;13118
February 19th;Doukyusei;Drama;13119
February 19th;Forsaken;Western;13120
February 19th;The Game;Thriller/Suspense;13121
February 19th;Crazy About TiffanyÃ¢â‚¬â„¢s;Documentary;13122
April 15th;Colonia;Thriller/Suspense;13123
February 19th;Bunker of the Dead;Horror;13124
September 23rd;Chronic;Drama;13125
February 19th;La corona partida;Drama;13126
February 19th;Channo Kamli Yaar Di;Drama;13127
November 4th;A.C.O.R.N.S.: Operation Crackdown;Adventure;13128
February 18th;Rodinny Film;Drama;13129
February 19th;Amis Publics NÃ‚Â°1;;13130
February 19th;El Expediente Santiso;Thriller/Suspense;13131
February 18th;Onda su onda;Comedy;13132
February 19th;Risen;Drama;13133
February 19th;Neerja;Drama;13134
February 18th;Osman Pazarlama;Comedy;13135
March 18th;Midnight Special;Drama;13136
February 18th;Familieweekend;Comedy;13137
